u,g,r,i,z,class
21.15449,19.27396,17.89091,17.34213,16.98344,GALAXY
24.05145,21.6553,20.77363,20.255,19.83544,QSO
24.42007,21.5506,21.46744,21.36487,21.24119,QSO
23.12468,21.60812,19.62966,18.94893,18.53703,GALAXY
24.61337,21.85357,20.29449,19.36889,18.90157,GALAXY
20.65598,18.48672,17.48214,17.01347,16.68623,GALAXY
25.73609,21.95812,20.69048,19.73065,19.37747,GALAXY
25.19242,21.80224,19.99511,19.09737,18.63901,GALAXY
26.08028,22.56502,20.84975,19.74838,19.15144,GALAXY
21.89381,21.60531,19.7971,18.93968,18.50839,GALAXY
23.81483,22.81908,21.36735,20.27652,19.78543,GALAXY
19.87483,18.36176,17.52024,17.09488,16.7596,GALAXY
25.22723,20.36663,18.74284,18.13711,17.72937,GALAXY
22.32667,20.45886,18.76296,18.17978,17.77311,GALAXY
22.56321,20.56927,19.43595,18.68832,18.25616,GALAXY
23.48803,21.95681,20.17562,19.03738,18.95855,GALAXY
23.97854,22.86475,20.87114,19.94805,19.51374,GALAXY
19.70647,17.60932,16.60362,16.16904,15.77547,GALAXY
23.09094,21.94097,20.63081,19.87181,19.4708,GALAXY
25.6162,21.29693,19.41551,18.69771,18.30793,GALAXY
21.63465,19.35734,17.9514,17.41698,17.05698,GALAXY
21.86337,19.57193,18.09178,17.56501,17.22487,GALAXY
23.71051,21.72636,20.27028,19.41378,19.08269,GALAXY
20.76983,18.61757,17.66826,17.27624,16.95877,GALAXY
21.91337,19.53259,18.03095,17.44715,17.06266,GALAXY
18.9348,17.81008,17.4238,17.20451,17.08622,GALAXY
26.33635,22.66142,20.85797,19.60987,19.13295,GALAXY
21.24822,19.54255,18.08589,17.53112,17.13347,GALAXY
22.67191,21.59423,20.20127,19.3528,18.90475,GALAXY
17.81446,15.93203,15.08016,14.67828,14.37211,GALAXY
22.74134,21.54865,19.72695,18.9792,18.62325,GALAXY
24.691,23.40435,21.47542,20.51003,19.90549,GALAXY
19.03627,18.73366,18.43638,18.42858,18.5163,QSO
26.58992,21.65123,19.76206,18.92243,18.46432,GALAXY
18.36989,18.19669,18.19186,17.97708,17.98215,QSO
23.46948,21.40446,19.49406,18.88294,18.56922,GALAXY
23.42726,22.12426,20.32482,19.40067,19.02846,GALAXY
19.65636,17.85377,16.83259,16.36251,15.97194,GALAXY
24.93499,21.58287,19.73044,18.81652,18.38182,GALAXY
24.26484,22.2042,20.4294,19.56497,19.15829,GALAXY
20.14099,18.10705,17.02488,16.55756,16.18579,GALAXY
19.58104,17.76418,16.71876,16.27251,15.88524,GALAXY
21.05645,19.50125,18.02918,17.47797,17.0552,GALAXY
22.51743,21.37501,21.51036,21.65146,21.09783,QSO
23.92009,22.20164,20.31257,19.4351,18.92239,GALAXY
21.13653,20.7043,20.36999,20.40097,20.2095,QSO
18.85683,18.91266,18.60135,18.54376,18.60334,QSO
25.31509,22.00114,20.35672,19.47494,19.041,GALAXY
22.41917,21.48161,21.26645,21.4413,22.60689,QSO
23.927,21.90831,20.40652,19.59075,19.2794,GALAXY
20.47054,18.4207,17.21272,16.63416,16.1783,GALAXY
21.95411,21.26901,21.09704,20.97421,20.71409,QSO
18.42566,17.42792,16.92403,16.62259,16.43065,GALAXY
19.6425,17.96211,17.12603,16.68214,16.31304,GALAXY
23.00897,22.41742,20.41342,19.38925,18.75726,GALAXY
22.33735,21.42475,20.39088,19.50208,19.10299,GALAXY
19.03426,17.79282,17.29897,17.00868,16.80497,GALAXY
24.38389,22.42544,20.57336,19.60171,19.25915,GALAXY
21.1489,18.66604,17.41824,16.8684,16.56208,GALAXY
25.97614,20.80688,18.9682,18.32612,17.91059,GALAXY
24.36434,22.24001,20.60143,19.77932,19.26736,GALAXY
24.08715,22.69578,20.95226,19.93773,19.29262,GALAXY
21.7994,20.03369,19.10538,18.67755,18.40891,GALAXY
23.49543,22.01692,20.321,19.44723,18.93831,GALAXY
23.94943,23.50121,20.66467,19.42773,19.08959,GALAXY
23.81207,22.97522,20.84824,19.97881,19.61357,GALAXY
26.15958,21.63268,19.64836,18.89698,18.4208,GALAXY
25.47113,22.50809,20.60648,19.53046,19.07992,GALAXY
26.24424,22.20309,20.46774,19.54069,19.03726,GALAXY
19.19653,18.70966,18.33966,18.22037,18.0509,QSO
22.35786,21.61238,21.63593,21.59505,20.8864,QSO
24.28108,22.42526,20.40471,19.34223,19.40755,GALAXY
23.24033,20.46073,18.85715,18.22642,17.87049,GALAXY
19.59049,18.24644,17.50028,17.13561,16.85382,GALAXY
22.4061,21.21366,21.00592,19.69838,19.42993,GALAXY
19.96896,18.48745,17.63086,17.17316,16.84995,GALAXY
17.92773,16.83713,16.29624,15.97191,15.77323,GALAXY
17.49326,16.36665,15.98156,15.77742,15.58738,GALAXY
20.10156,17.98023,16.97852,16.5294,16.17728,GALAXY
21.76378,23.56463,20.14911,18.79644,18.38179,GALAXY
25.11257,22.06071,20.30559,19.30547,18.69511,GALAXY
22.08246,19.71786,18.00564,17.35073,16.94875,GALAXY
20.66628,18.73442,17.66087,17.10995,16.61701,GALAXY
26.40865,21.45505,19.83825,18.87086,18.48518,GALAXY
20.78779,18.62787,17.34854,16.84689,16.45162,GALAXY
26.27126,20.62809,18.86164,18.08438,17.4908,GALAXY
26.04074,22.34362,20.68213,19.45985,18.89613,GALAXY
18.70167,17.73128,17.06392,16.58255,16.36409,QSO
19.33047,18.23092,17.91644,17.67112,17.60766,GALAXY
23.31079,20.90352,20.52762,19.74589,19.63676,GALAXY
22.90568,23.03336,21.51192,20.23719,19.86361,GALAXY
20.57335,18.66943,17.5146,17.02887,16.67183,GALAXY
19.44867,18.27741,17.75788,17.46877,17.25769,GALAXY
19.77085,17.65701,16.66473,16.22575,15.87835,GALAXY
24.78585,21.40277,19.50564,18.85395,18.52718,GALAXY
24.08327,20.8108,18.98257,18.2165,17.68969,GALAXY
23.63351,22.25276,20.58483,19.72827,19.22635,GALAXY
20.39061,20.15237,19.76203,19.76842,19.7656,QSO
18.6338,16.58041,15.39958,14.90134,14.47472,GALAXY
20.39399,19.57232,18.73365,18.27255,17.91115,GALAXY
19.42523,19.19516,19.06269,18.75622,18.76398,QSO
22.46916,21.16046,19.70256,18.87604,18.33011,GALAXY
23.50842,22.02516,20.3039,19.42233,18.86801,GALAXY
19.57326,17.97211,17.4432,17.0665,16.94132,GALAXY
24.89914,22.14385,20.41498,19.33595,19,GALAXY
24.25531,21.21125,19.37419,18.66371,18.27201,GALAXY
22.10192,21.22135,20.19915,19.49827,19.26962,GALAXY
23.69196,21.53407,19.6368,18.78431,18.36033,GALAXY
25.79992,20.15544,19.80003,19.15332,20.68814,GALAXY
19.54707,18.4164,17.72314,17.29734,17.06098,GALAXY
24.51899,21.01097,19.09657,18.33073,17.88619,GALAXY
21.97574,20.04524,18.49456,17.87758,17.48678,GALAXY
16.71885,15.18131,14.45547,14.03502,13.69376,GALAXY
25.10031,21.08329,19.67296,18.88588,18.62466,GALAXY
18.39788,16.5573,15.63292,15.17375,14.8216,GALAXY
23.72924,20.05961,18.4763,17.89356,17.55739,GALAXY
20.57469,18.41703,17.23229,16.71551,16.3155,GALAXY
24.73097,21.65233,19.66617,19.00715,18.55347,GALAXY
19.47849,18.31396,17.77398,17.44851,17.26486,GALAXY
24.84882,21.00833,19.17423,18.53015,18.09161,GALAXY
25.16612,22.80039,21.08391,20.11673,19.51729,GALAXY
24.17509,23.47853,21.06158,19.87548,19.27538,GALAXY
24.33819,23.61314,21.94521,20.37111,19.74124,GALAXY
20.11682,18.17042,17.02381,16.55376,16.1586,GALAXY
20.62639,20.17075,20.01849,19.94629,19.7857,QSO
24.66735,20.32085,18.60691,18.00064,17.60972,GALAXY
23.57088,22.96953,20.76291,19.5946,18.72901,GALAXY
19.7903,18.05233,17.18874,16.73685,16.39793,GALAXY
26.03036,22.47645,20.94994,20.03014,19.5703,GALAXY
20.59113,18.69671,17.54432,16.9926,16.54641,GALAXY
20.86488,18.76046,17.75423,17.31601,16.93216,GALAXY
26.54739,22.47873,21.00187,19.76722,19.44019,GALAXY
20.21189,18.11497,17.00016,16.45758,16.113,GALAXY
25.85643,24.07463,21.47607,20.30275,19.81539,GALAXY
25.64595,21.77032,20.21367,19.44138,19.05292,GALAXY
21.65771,22.07641,20.28752,19.45228,18.7975,GALAXY
25.49258,23.08142,20.78022,19.79552,19.46134,GALAXY
19.704,17.80605,17.38513,17.1411,16.95464,GALAXY
25.34666,22.99689,21.16568,20.03953,19.5002,GALAXY
20.25462,18.41504,17.28399,16.76793,16.5359,GALAXY
24.66397,23.85258,21.35616,20.00773,19.57594,GALAXY
26.41959,21.97264,20.58935,19.47361,18.98412,GALAXY
19.60821,18.41121,17.83604,17.42127,17.21109,GALAXY
19.2133,17.64604,16.94366,16.53719,16.23013,GALAXY
23.30017,22.71129,21.01108,19.88636,19.5094,GALAXY
22.18334,22.30856,20.90372,19.86392,19.42642,GALAXY
24.35055,22.62856,20.81215,19.62478,19.15896,GALAXY
20.51552,18.52011,17.55112,17.12134,16.76061,GALAXY
21.97749,19.31306,17.95209,17.44675,17.1083,GALAXY
18.95534,19.22398,19.64536,19.98695,20.48435,QSO
25.2788,22.7923,20.79565,19.73539,19.18133,GALAXY
20.03674,19.37302,19.04997,18.79218,18.72737,QSO
23.46533,22.01505,20.66349,19.81674,19.5109,GALAXY
18.99707,17.63266,16.90567,16.50017,16.18811,GALAXY
21.76584,21.33667,20.49271,19.65928,19.32912,GALAXY
19.94998,18.46392,17.67044,17.21581,16.91776,GALAXY
23.11565,20.33937,18.7066,18.05559,17.64198,GALAXY
25.14734,21.5881,19.91996,19.1193,18.67382,GALAXY
25.93937,21.64284,20.58145,19.54905,19.36141,GALAXY
21.36076,19.49019,18.65742,18.31693,18.18591,QSO
23.93287,20.70828,18.96808,18.32259,17.98755,GALAXY
19.73722,18.30377,17.48792,17.08294,16.79416,GALAXY
23.63743,23.31765,20.96508,19.88532,19.45887,GALAXY
20.23012,18.54184,17.66788,17.1717,16.87724,GALAXY
22.51769,22.03037,20.50188,19.67832,19.18331,GALAXY
22.50141,22.21164,20.85702,19.57826,19.16387,GALAXY
23.12548,21.06409,20.74345,20.91004,20.86281,QSO
22.26024,23.44183,21.32885,20.08825,19.54428,GALAXY
23.0617,21.97961,20.28206,19.97428,19.81307,GALAXY
22.6581,19.91924,18.2639,17.63674,17.23194,GALAXY
21.43808,20.26981,18.64628,18.0465,17.66979,GALAXY
19.96807,17.98278,16.99968,16.57538,16.22078,GALAXY
20.47951,18.41718,17.28831,16.80761,16.47902,GALAXY
26.70302,21.65148,19.96434,19.13725,18.79383,GALAXY
22.46078,20.49324,18.8031,18.13307,17.69283,GALAXY
23.44396,22.77526,20.84183,19.95758,19.32514,GALAXY
22.79466,21.3567,19.53418,18.82118,18.43676,GALAXY
24.22502,22.6161,20.99864,20.0103,19.62611,GALAXY
23.82356,21.24173,19.96264,19.53888,19.22095,QSO
20.24689,19.75707,19.71888,19.91037,19.76238,QSO
21.54543,20.31343,20.2207,19.94247,19.63206,QSO
22.60665,21.07171,19.26997,18.61737,18.24608,GALAXY
23.63164,24.05886,21.30583,19.92722,19.42036,GALAXY
22.41372,22.93439,20.92462,19.70868,19.14753,GALAXY
24.97044,21.51184,19.63718,18.8714,18.39635,GALAXY
20.28109,18.35418,17.28404,16.80424,16.43806,GALAXY
22.28505,19.78913,18.16091,17.54428,17.16261,GALAXY
19.93321,17.69447,16.50797,15.98938,15.61488,GALAXY
18.60151,17.08261,16.34834,15.95423,15.63088,GALAXY
24.10044,23.55112,21.14727,20.20473,19.8818,GALAXY
22.1396,20.36403,18.52459,17.84897,17.43767,GALAXY
25.12656,22.26534,20.48179,19.3863,18.73164,GALAXY
26.09809,21.85949,20.59732,19.6888,19.73508,GALAXY
19.49325,17.68913,16.80077,16.36625,16.05697,GALAXY
24.74331,22.25219,20.63288,19.70273,19.13793,GALAXY
20.94527,18.93886,17.69158,17.15529,16.81948,GALAXY
24.51785,21.47414,19.77952,18.87372,18.49282,GALAXY
19.89599,18.35557,17.74099,17.30089,17.15323,GALAXY
22.76514,22.2716,20.79711,19.93281,19.40367,QSO
24.28285,21.00409,19.22549,18.60106,18.11519,GALAXY
24.6452,22.30565,20.48931,19.65983,19.43022,GALAXY
24.75111,22.22817,20.35653,19.46316,18.91387,GALAXY
24.95194,22.18619,20.52383,19.54723,19.07388,GALAXY
20.97412,18.9614,17.66582,17.1214,16.75556,GALAXY
22.25374,19.53379,18.07895,17.54569,17.117,GALAXY
22.88405,22.87374,20.9719,19.6667,19.07749,GALAXY
24.17847,20.53876,19.36447,18.79279,18.35631,GALAXY
19.9336,19.65499,19.53989,19.27233,19.19391,QSO
20.40664,18.64234,17.66946,17.23491,16.91341,GALAXY
19.82525,19.56379,19.38465,19.15444,19.1419,QSO
22.3155,21.67363,21.55816,21.72242,21.37228,QSO
25.69879,22.26832,20.62971,19.3021,18.64577,GALAXY
24.40613,23.06889,21.41257,20.00715,19.48057,GALAXY
25.01689,21.23419,19.70135,18.86987,18.30174,GALAXY
24.50599,20.95882,19.06244,18.39037,17.90561,GALAXY
24.05921,21.54185,19.69359,18.94678,18.47437,GALAXY
21.06599,19.70423,18.13967,17.59351,17.20257,GALAXY
24.90447,20.71366,18.93192,18.31078,17.9332,GALAXY
22.75691,21.6545,20.62462,19.74391,19.38209,GALAXY
19.26581,18.18774,17.82091,17.51995,17.3662,GALAXY
24.64228,20.94667,20.34408,20.16672,20.20877,QSO
22.00342,19.18152,17.79725,17.28679,16.9259,GALAXY
22.25527,21.06178,19.08828,18.38018,18.03459,GALAXY
20.12042,17.99794,16.94864,16.41628,16.0422,GALAXY
20.30733,19.97883,19.84503,19.79044,19.47135,QSO
26.41513,23.10674,21.18699,20.01253,19.51884,GALAXY
23.98724,22.21483,20.44573,19.52463,19.07277,GALAXY
23.79486,21.04941,19.23166,18.55962,18.1611,GALAXY
26.30379,23.10829,20.82631,19.64509,18.99004,GALAXY
20.02137,18.40734,17.3684,16.87924,16.55963,GALAXY
22.20844,19.90805,18.39946,17.83083,17.45161,GALAXY
21.23989,20.30917,20.15842,20.12122,19.7027,QSO
20.31119,18.52124,17.78814,17.45864,17.15708,GALAXY
21.70461,20.12824,18.33089,17.69906,17.21587,GALAXY
22.91396,21.36174,20.17507,19.25569,18.71738,GALAXY
19.20686,18.82603,18.66415,18.32168,18.24839,QSO
19.91748,18.2987,17.49652,17.05471,16.67837,GALAXY
25.05833,21.8377,20.95447,19.8188,20.3235,GALAXY
18.86495,17.08751,16.262,15.8624,15.53424,GALAXY
24.96437,22.32049,20.80108,19.79382,19.26932,GALAXY
20.3924,20.01675,19.74282,19.76989,19.96269,QSO
20.5568,18.54651,17.4356,16.95979,16.61148,GALAXY
24.92021,23.22716,21.42249,20.18026,19.52216,GALAXY
24.1389,22.38515,20.58559,19.55425,19.14262,GALAXY
22.34557,20.2215,19.05918,18.5618,18.11084,QSO
22.58319,21.14686,19.32617,18.69988,18.32621,GALAXY
21.37331,20.56426,20.79228,20.3549,20.51049,GALAXY
18.83097,17.58667,17.01769,16.66897,16.45337,GALAXY
22.26721,21.25924,19.32279,18.48209,18.03442,GALAXY
23.10501,21.58698,19.69257,18.97729,18.45464,GALAXY
22.46081,22.37822,20.51831,19.62155,19.24211,GALAXY
21.88294,22.17096,20.0493,18.96904,18.40626,GALAXY
23.84885,22.93324,21.01057,19.72085,19.09253,GALAXY
21.64601,21.16099,20.96895,20.97972,20.81909,QSO
22.01612,19.152,17.90981,17.4237,17.08496,GALAXY
24.47898,23.04979,21.77365,20.7261,20.13459,GALAXY
25.59996,23.05629,21.41231,20.30834,19.70982,GALAXY
23.04265,20.53859,18.88218,18.28204,17.87777,GALAXY
24.49939,23.09215,21.36346,19.95798,19.34889,GALAXY
22.4329,21.46788,21.27993,20.74718,20.75169,QSO
24.08213,21.27854,19.44721,18.79138,18.44498,GALAXY
19.33959,18.32967,17.77746,17.467,17.3337,GALAXY
24.25694,21.67474,19.76711,18.99164,18.48089,GALAXY
20.71484,20.10578,19.34528,19.03118,18.77046,GALAXY
20.36633,20.13599,20.14226,20.25627,20.3209,QSO
25.17674,21.56089,19.89423,19.06335,18.44111,GALAXY
21.57324,18.8212,17.58498,17.05527,16.65671,GALAXY
19.71017,18.25108,17.58372,17.25542,16.8834,GALAXY
19.27763,17.27389,16.25487,15.82075,15.48225,GALAXY
23.15902,21.98468,20.08131,19.0243,18.48359,GALAXY
18.77122,17.68903,17.13877,16.74617,16.53282,GALAXY
24.77835,21.05652,19.25558,18.63538,18.34321,GALAXY
21.11042,20.45847,20.48661,20.43636,20.21611,QSO
22.18999,19.84494,18.29675,17.7334,17.40977,GALAXY
17.57566,16.07797,15.27867,14.86259,14.54522,GALAXY
20.09313,18.60882,17.83183,17.41331,17.11733,GALAXY
21.36307,20.73926,20.54284,20.44919,20.37868,QSO
22.91127,21.26524,19.331,18.73915,18.38813,GALAXY
23.39977,21.63157,19.66806,18.92557,18.484,GALAXY
19.48088,19.21011,19.15309,19.13753,18.97933,QSO
24.72869,21.22487,19.4105,18.71821,18.42989,GALAXY
22.47523,20.01577,18.36345,17.72478,17.40247,GALAXY
19.27473,17.37686,16.20039,15.71418,15.36306,GALAXY
21.67735,19.34553,17.86322,17.30908,16.97135,GALAXY
24.51497,22.48177,20.80395,19.76045,19.16417,GALAXY
20.27813,18.40763,17.33194,16.82763,16.45326,GALAXY
18.9989,16.9864,15.988,15.52833,15.15826,GALAXY
24.31163,21.05523,19.21048,18.57069,18.20173,GALAXY
19.48145,17.9373,17.10681,16.61594,16.26279,GALAXY
26.83141,22.18224,20.1302,19.09063,18.60005,GALAXY
21.16577,20.6275,20.47982,20.29126,19.95242,QSO
23.40906,21.38266,19.56831,18.88091,18.52952,GALAXY
23.03884,22.22259,21.19873,20.44074,19.98,GALAXY
19.54261,18.35418,17.60875,17.17249,16.91446,GALAXY
23.17676,20.49149,18.78002,18.16682,17.6121,GALAXY
24.14687,21.67143,21.35699,21.19554,21.63817,QSO
22.09258,19.73905,18.46574,17.93007,17.5851,GALAXY
26.4569,22.07919,20.28101,19.3816,18.91426,GALAXY
24.16925,21.91438,20.22616,19.42909,18.82028,GALAXY
18.76607,17.56783,16.97699,16.62691,16.42563,GALAXY
22.45956,22.38556,20.45254,19.27652,18.79635,GALAXY
25.07992,22.32762,20.43763,19.23012,18.58736,GALAXY
19.93637,18.34103,17.68936,17.31681,17.23319,GALAXY
20.56631,18.54914,17.34517,16.86696,16.55033,GALAXY
18.88637,17.07012,16.19314,15.798,15.48205,GALAXY
20.31257,19.37289,19.20261,19.17471,19.18592,QSO
20.20484,19.94426,19.18391,19.03144,18.92942,QSO
21.92663,20.27889,18.48375,17.81967,17.47861,GALAXY
22.32887,21.2993,19.5918,18.80396,18.10727,GALAXY
19.9623,18.5571,17.75208,17.3739,17.14581,GALAXY
22.44911,20.45274,19.94636,19.82304,19.9437,QSO
20.14075,18.28848,16.84702,16.32557,15.99252,GALAXY
25.72232,24.55859,21.22958,19.71311,19.08238,GALAXY
25.50797,22.61583,20.76341,19.89922,19.45236,GALAXY
24.39534,22.57179,20.58889,19.59258,19.13999,GALAXY
19.30116,17.56784,16.69178,16.24628,15.91595,GALAXY
20.55653,18.71127,17.41003,16.85906,16.45351,GALAXY
20.94492,20.53857,20.3997,20.39964,20.26393,QSO
18.61594,17.37527,16.94739,16.65458,16.49111,GALAXY
24.85036,22.08796,20.81816,19.78345,19.42776,GALAXY
23.01081,22.34087,20.72248,19.7503,19.19127,GALAXY
21.53473,18.97151,17.88103,17.36268,17.05822,GALAXY
23.38069,21.66286,19.89845,18.84335,18.22834,GALAXY
20.67551,18.30204,16.93923,16.41929,16.01987,GALAXY
25.42626,22.21835,20.4177,19.3303,18.74109,GALAXY
19.51105,17.74484,16.81135,16.34373,15.99194,GALAXY
23.45255,22.12262,22.04079,22.1431,21.27566,QSO
20.598,18.61288,17.49656,17.04328,16.72301,GALAXY
20.18361,20.005,19.73278,19.78463,19.87237,QSO
24.29306,21.4387,19.54125,18.76433,18.35547,GALAXY
22.93706,20.83632,18.94484,18.32488,17.90905,GALAXY
21.29525,20.6392,20.66841,20.61105,20.28144,QSO
19.13006,16.9157,15.81444,15.35279,14.94631,GALAXY
22.55369,22.0613,20.65351,18.92473,20.27569,GALAXY
20.99506,20.48828,20.46144,20.44094,20.20675,QSO
22.97222,22.53727,20.92678,19.96033,19.40768,GALAXY
20.68317,18.51333,17.30163,16.792,16.43507,GALAXY
23.89357,22.8142,20.80394,19.66039,19.21966,GALAXY
22.348,22.09295,20.80819,20.02313,19.31158,GALAXY
23.9195,21.29858,19.40101,18.61735,18.0512,GALAXY
20.5036,18.48457,17.39952,16.84966,16.44326,GALAXY
18.63145,16.62993,15.60699,15.15411,14.77033,GALAXY
18.71762,17.53004,17.01979,16.70503,16.5011,GALAXY
20.1196,18.83252,17.92519,17.47515,17.24158,GALAXY
23.6213,23.61703,21.37803,20.06123,19.63997,GALAXY
23.31612,22.3724,20.47424,19.67706,19.16883,QSO
19.95369,18.39561,17.57411,17.07506,16.75287,GALAXY
20.13469,17.84071,16.77738,16.3254,15.94981,GALAXY
24.93866,20.15903,18.35191,17.7447,17.39445,GALAXY
19.68404,17.64254,16.65092,16.18645,15.83125,GALAXY
21.67355,19.42766,17.92507,17.35839,16.99466,GALAXY
23.80994,21.8048,20.54152,19.8275,19.2117,GALAXY
20.08112,17.96483,16.86894,16.41922,16.06677,GALAXY
21.78582,21.59642,20.45134,19.40994,19.20828,GALAXY
24.55444,21.03454,19.18015,18.54101,18.15956,GALAXY
17.40906,15.72825,14.99776,14.50716,14.24926,GALAXY
21.92096,21.60073,21.59759,21.56018,20.81587,QSO
21.92904,18.99773,17.79028,17.15535,16.63155,GALAXY
22.7462,23.0021,21.01863,19.91992,19.46107,GALAXY
25.23142,21.46367,20.82042,19.75047,19.77368,GALAXY
23.13583,20.96554,19.15312,18.53608,18.26384,GALAXY
20.6915,18.64887,17.61858,17.18199,16.79008,GALAXY
24.43713,22.4967,20.82252,19.70581,19.40428,GALAXY
20.73167,19.6771,19.73465,19.75818,19.32252,QSO
23.37896,20.83367,19.00885,18.36898,17.86974,GALAXY
18.98134,17.26658,16.40425,15.93743,15.59962,GALAXY
20.14354,19.41202,19.4032,19.34061,19.07829,QSO
22.22324,19.8821,18.22952,17.58021,17.2623,GALAXY
19.52015,17.44247,16.42146,15.98015,15.605,GALAXY
26.58487,23.6607,21.04645,19.74112,19.15001,GALAXY
23.77858,22.3281,20.84305,19.85503,19.31329,GALAXY
23.53181,21.95019,20.19645,19.3245,18.91313,GALAXY
24.83006,22.15798,20.30673,19.28213,18.74274,GALAXY
22.65631,21.95741,21.97682,22.06831,21.29659,QSO
22.58726,21.68065,19.97481,19.09811,18.57237,GALAXY
23.70322,22.73457,21.01501,19.96779,19.45703,GALAXY
21.98163,19.35734,17.97115,17.42602,17.03279,GALAXY
21.21034,19.35508,17.8933,17.34148,16.94494,GALAXY
23.54079,20.66481,18.93118,18.31668,17.96634,GALAXY
22.59572,20.6011,18.88755,18.26244,17.89124,GALAXY
22.55764,21.88603,20.38844,19.51934,19.00943,GALAXY
24.58815,22.17142,20.11702,19.22379,19.17274,GALAXY
20.03931,18.54601,17.53256,17.00784,16.6206,GALAXY
19.83006,17.85729,16.91944,16.48238,16.12476,GALAXY
21.01501,18.92568,17.70173,17.1899,16.8171,GALAXY
19.42184,18.27231,17.7073,17.31814,17.11884,GALAXY
17.02036,16.22789,15.90777,15.69672,15.54799,GALAXY
22.66717,21.68717,21.16969,20.24358,19.72963,GALAXY
22.97015,20.58835,18.925,18.31297,17.88795,GALAXY
20.52344,18.66598,17.70097,17.26611,16.93884,GALAXY
18.76193,17.12471,16.27046,15.85637,15.50218,GALAXY
26.48694,22.89127,21.12533,20.02182,19.49923,GALAXY
24.28951,22.32522,20.54598,19.59809,19.25664,GALAXY
22.26361,21.22749,19.57418,18.7951,18.2103,GALAXY
22.47291,20.55773,20.36241,20.34539,20.23498,QSO
25.19779,23.37405,21.52738,20.33662,19.55136,GALAXY
22.97429,22.01184,20.58554,19.67248,19.40139,GALAXY
24.566,22.0205,20.29914,19.12907,18.53731,GALAXY
24.87238,21.96061,20.30172,19.49339,19.04801,GALAXY
26.4232,23.11142,21.5934,20.36728,19.68684,GALAXY
20.97851,18.80499,17.73385,17.23936,16.89887,GALAXY
19.73757,18.4036,17.75552,17.38939,17.13373,GALAXY
25.55739,22.46777,20.71712,19.73101,19.19957,GALAXY
20.78165,20.44687,19.37645,18.54364,17.96152,GALAXY
18.75745,17.61776,17.1596,16.85427,16.70583,GALAXY
20.61875,20.34226,20.25452,19.90669,19.91332,QSO
20.08322,18.60237,17.90359,17.48596,17.27806,GALAXY
21.8358,20.17343,18.3564,17.71392,17.29772,GALAXY
23.40894,23.54849,21.48296,19.97061,19.3865,GALAXY
20.93457,18.83848,17.77626,17.33393,16.91631,GALAXY
21.52452,20.3968,19.93146,19.28585,18.9532,GALAXY
23.12078,23.18512,21.19108,19.95238,19.31279,GALAXY
22.65676,21.46217,20.51685,19.75295,19.24783,GALAXY
24.94047,22.1608,20.49833,19.66839,19.31381,GALAXY
20.86187,18.64148,17.27865,16.76984,16.39688,GALAXY
20.87484,20.17746,20.13714,20.15853,19.98526,QSO
25.36139,21.96316,20.34592,19.32033,18.93025,GALAXY
20.33397,18.48754,17.47788,16.98605,16.62967,GALAXY
20.95289,18.77016,17.63641,17.14699,16.74954,GALAXY
20.50517,20.21258,19.85068,19.84067,19.99907,QSO
25.79929,23.23096,21.21661,20.01081,19.36204,GALAXY
24.45971,22.56654,20.52077,19.61603,19.115,GALAXY
23.19001,20.44619,18.65654,18.03568,17.65855,GALAXY
22.99954,20.61039,18.78767,18.17593,17.76604,GALAXY
17.46397,15.48367,14.56886,14.12103,13.78226,GALAXY
22.52578,19.77835,18.2032,17.49501,17.08611,GALAXY
17.69106,16.68838,16.44662,16.25244,15.96373,GALAXY
